id,guidislink,link,updated,updated_parsed,published,published_parsed,title,title_detail,summary,summary_detail,authors,author_detail,author,arxiv_doi,links,arxiv_journal_ref,arxiv_primary_category,tags,arxiv_comment,arxiv_affiliation
http://arxiv.org/abs/nlin/0002024v1,True,http://arxiv.org/abs/nlin/0002024v1,2000-02-17T08:10:29Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=17, tm_hour=8, tm_min=10, tm_sec=29, tm_wday=3, tm_yday=48, tm_isdst=0)",2000-02-17T08:10:29Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=17, tm_hour=8, tm_min=10, tm_sec=29, tm_wday=3, tm_yday=48, tm_isdst=0)",Estimation of initial conditions from a scalar time series,"{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'Estimation of initial conditions from a scalar time series'}","We introduce a method to estimate the initial conditions of a mutivariable
dynamical system from a scalar signal. The method is based on a modified
multidimensional Newton-Raphson method which includes the time evolution of the
system. The method can estimate initial conditions of periodic and chaotic
systems and the required length of scalar signal is very small. Also, the
method works even when the conditional Lyapunov exponent is positive. An
important application of our method is that synchronization of two chaotic
signals using a scalar signal becomes trivial and instantaneous.","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'We introduce a method to estimate the initial conditions of a mutivariable\ndynamical system from a scalar signal. The method is based on a modified\nmultidimensional Newton-Raphson method which includes the time evolution of the\nsystem. The method can estimate initial conditions of periodic and chaotic\nsystems and the required length of scalar signal is very small. Also, the\nmethod works even when the conditional Lyapunov exponent is positive. An\nimportant application of our method is that synchronization of two chaotic\nsignals using a scalar signal becomes trivial and instantaneous.'}","[{'name': 'Anil Maybhate'}, {'name': 'R. E. Amritkar'}]",{'name': 'R. E. Amritkar'},R. E. Amritkar,,"[{'href': 'http://arxiv.org/abs/nlin/0002024v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/nlin/0002024v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'nlin.CD', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nlin.CD', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]","6 pages of revtex with 2 PostScript files for figures; submitted to
  Phys.Rev.Lett","PRL, Ahmedabad, India"
http://arxiv.org/abs/nlin/0002025v1,True,http://arxiv.org/abs/nlin/0002025v1,2000-02-17T09:15:36Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=17, tm_hour=9, tm_min=15, tm_sec=36, tm_wday=3, tm_yday=48, tm_isdst=0)",2000-02-17T09:15:36Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=17, tm_hour=9, tm_min=15, tm_sec=36, tm_wday=3, tm_yday=48, tm_isdst=0)",Dynamic Algorithm for Parameter Estimation and Its Applications,"{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'Dynamic Algorithm for Parameter Estimation and Its Applications'}","We consider a dynamic method, based on synchronization and adaptive control,
to estimate unknown parameters of a nonlinear dynamical system from a given
scalar chaotic time series. We present an important extension of the method
when time series of a scalar function of the variables of the underlying
dynamical system is given. We find that it is possible to obtain
synchronization as well as parameter estimation using such a time series. We
then consider a general quadratic flow in three dimensions and discuss
applicability of our method of parameter estimation in this case. In practical
situations one expects only a finite time series of a system variable to be
known. We show that the finite time series can be repeatedly used to estimate
unknown parameters with an accuracy which improves and then saturates to a
constant value with repeated use of the time series. Finally we propose that
the method can be used to confirm the correctness of a trial function modeling
an external unknown perturbation to a known system. We show that our method
produces exact synchronization with the given time series only when the trial
function has a form identical to that of the perturbation.","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'We consider a dynamic method, based on synchronization and adaptive control,\nto estimate unknown parameters of a nonlinear dynamical system from a given\nscalar chaotic time series. We present an important extension of the method\nwhen time series of a scalar function of the variables of the underlying\ndynamical system is given. We find that it is possible to obtain\nsynchronization as well as parameter estimation using such a time series. We\nthen consider a general quadratic flow in three dimensions and discuss\napplicability of our method of parameter estimation in this case. In practical\nsituations one expects only a finite time series of a system variable to be\nknown. We show that the finite time series can be repeatedly used to estimate\nunknown parameters with an accuracy which improves and then saturates to a\nconstant value with repeated use of the time series. Finally we propose that\nthe method can be used to confirm the correctness of a trial function modeling\nan external unknown perturbation to a known system. We show that our method\nproduces exact synchronization with the given time series only when the trial\nfunction has a form identical to that of the perturbation.'}","[{'name': 'Anil Maybhate'}, {'name': 'R. E. Amritkar'}]",{'name': 'R. E. Amritkar'},R. E. Amritkar,10.1103/PhysRevE.61.6461,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1103/PhysRevE.61.6461', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/nlin/0002025v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/nlin/0002025v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'nlin.CD', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nlin.CD', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]","19 pages of revtex with 11 PostScript files for figures; submitted to
  Phys.Rev. E","PRL, Ahmedabad, India"
http://arxiv.org/abs/nlin/0002026v2,True,http://arxiv.org/abs/nlin/0002026v2,2000-05-22T09:44:37Z,"time.struct_time(tm_year=2000, tm_mon=5, tm_mday=22, tm_hour=9, tm_min=44, tm_sec=37, tm_wday=0, tm_yday=143, tm_isdst=0)",2000-02-17T12:30:30Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=17, tm_hour=12, tm_min=30, tm_sec=30, tm_wday=3, tm_yday=48, tm_isdst=0)",Dimension of interaction dynamics,"{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'Dimension of interaction dynamics'}","A method allowing to distinguish interacting from non-interacting systems
based on available time series is proposed and investigated. Some facts
concerning generalized Renyi dimensions that form the basis of our method are
proved. We show that one can find the dimension of the part of the attractor of
the system connected with interaction between its parts. We use our method to
distinguish interacting from non-interacting systems on the examples of
logistic and H\'enon maps. A classification of all possible interaction schemes
is given.","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': ""A method allowing to distinguish interacting from non-interacting systems\nbased on available time series is proposed and investigated. Some facts\nconcerning generalized Renyi dimensions that form the basis of our method are\nproved. We show that one can find the dimension of the part of the attractor of\nthe system connected with interaction between its parts. We use our method to\ndistinguish interacting from non-interacting systems on the examples of\nlogistic and H\\'enon maps. A classification of all possible interaction schemes\nis given.""}","[{'name': 'Daniel Wójcik'}, {'name': 'Andrzej Nowak'}, {'name': 'Marek Kuś'}]",{'name': 'Marek Kuś'},Marek Kuś,10.1103/PhysRevE.63.036221,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1103/PhysRevE.63.036221', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/nlin/0002026v2', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/nlin/0002026v2', 'rel': 'related', 'type': 'application/pdf'}]","Phys. Rev. E 63, 036221 (2001)","{'term': 'nlin.CD', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nlin.CD', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]","15 pages, 14 (36) figures, submitted to PRE",
http://arxiv.org/abs/nlin/0002028v1,True,http://arxiv.org/abs/nlin/0002028v1,2000-02-18T06:49:07Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=18, tm_hour=6, tm_min=49, tm_sec=7, tm_wday=4, tm_yday=49, tm_isdst=0)",2000-02-18T06:49:07Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=18, tm_hour=6, tm_min=49, tm_sec=7, tm_wday=4, tm_yday=49, tm_isdst=0)",Simple Denoising Algorithm Using Wavelet Transform,"{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'Simple Denoising Algorithm Using Wavelet Transform'}","We have presented a new and alternative algorithm for noise reduction using
the methods of discrete wavelet transform and numerical differentiation of the
data. In our method the threshold for reducing noise comes out automatically.
The algorithm has been applied to three model flow systems - Lorenz,
Autocatalator, and Rossler systems - all evolving chaotically. The method is
seen to work well for a wide range of noise strengths, even as large as 10% of
the signal level. We have also applied the method successfully to noisy time
series data obtained from the measurement of pressure fluctuations in a
fluidized bed, and also to that obtained by conductivity measurement in a
liquid surfactant experiment. In all the illustrations we have been able to
observe that there is a clean separation in the frequencies covered by the
differentiated signal and white noise.","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'We have presented a new and alternative algorithm for noise reduction using\nthe methods of discrete wavelet transform and numerical differentiation of the\ndata. In our method the threshold for reducing noise comes out automatically.\nThe algorithm has been applied to three model flow systems - Lorenz,\nAutocatalator, and Rossler systems - all evolving chaotically. The method is\nseen to work well for a wide range of noise strengths, even as large as 10% of\nthe signal level. We have also applied the method successfully to noisy time\nseries data obtained from the measurement of pressure fluctuations in a\nfluidized bed, and also to that obtained by conductivity measurement in a\nliquid surfactant experiment. In all the illustrations we have been able to\nobserve that there is a clean separation in the frequencies covered by the\ndifferentiated signal and white noise.'}","[{'name': 'Manojit Roy'}, {'name': 'V. Ravi Kumar'}, {'name': 'B. D. Kulkarni'}, {'name': 'John Sanderson'}, {'name': 'Martin Rhodes'}, {'name': 'Michel vander Stappen'}]",{'name': 'Michel vander Stappen'},Michel vander Stappen,,"[{'href': 'http://arxiv.org/abs/nlin/0002028v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/nlin/0002028v1', 'rel': 'related', 'type': 'application/pdf'}]","AIChE Journal, Vol.45(11), pp 2461-2466, (1999)","{'term': 'nlin.CD', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nlin.CD', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]","15 pages, 5 figures, 1 Table",
http://arxiv.org/abs/cond-mat/0002310v1,True,http://arxiv.org/abs/cond-mat/0002310v1,2000-02-19T10:23:05Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=19, tm_hour=10, tm_min=23, tm_sec=5, tm_wday=5, tm_yday=50, tm_isdst=0)",2000-02-19T10:23:05Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=19, tm_hour=10, tm_min=23, tm_sec=5, tm_wday=5, tm_yday=50, tm_isdst=0)",From waves to avalanches: two different mechanisms of sandpile dynamics,"{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'From waves to avalanches: two different mechanisms of sandpile dynamics'}","Time series resulting from wave decomposition show the existence of different
correlation patterns for avalanche dynamics. For the d=2 Bak-Tang-Wiesenfeld
model, long range correlations determine a modification of the wave size
distribution under coarse graining in time, and multifractal scaling for
avalanches. In the Manna model, the distribution of avalanches coincides with
that of waves, which are uncorrelated and obey finite size scaling, a result
expected also for the d=3 Bak et al. model.","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'Time series resulting from wave decomposition show the existence of different\ncorrelation patterns for avalanche dynamics. For the d=2 Bak-Tang-Wiesenfeld\nmodel, long range correlations determine a modification of the wave size\ndistribution under coarse graining in time, and multifractal scaling for\navalanches. In the Manna model, the distribution of avalanches coincides with\nthat of waves, which are uncorrelated and obey finite size scaling, a result\nexpected also for the d=3 Bak et al. model.'}","[{'name': 'Mario De Menech'}, {'name': 'Attilio L. Stella'}]",{'name': 'Attilio L. Stella'},Attilio L. Stella,10.1103/PhysRevE.62.R4528,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1103/PhysRevE.62.R4528', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/cond-mat/0002310v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/cond-mat/0002310v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'cond-mat.stat-mech', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'cond-mat.stat-mech', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]","5 pages, 4 figures",
http://arxiv.org/abs/astro-ph/0002383v1,True,http://arxiv.org/abs/astro-ph/0002383v1,2000-02-20T11:43:24Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=20, tm_hour=11, tm_min=43, tm_sec=24, tm_wday=6, tm_yday=51, tm_isdst=0)",2000-02-20T11:43:24Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=20, tm_hour=11, tm_min=43, tm_sec=24, tm_wday=6, tm_yday=51, tm_isdst=0)","Predictions on the number of variable stars for the GAIA space mission
  and for surveys as the ground-based International Liquid Mirror Telescope","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'Predictions on the number of variable stars for the GAIA space mission\n  and for surveys as the ground-based International Liquid Mirror Telescope'}","Future space and ground-based survey programmes will produce an impressive
amount of photometric data. The GAIA space mission will map the complete sky
down to mag V=20 and produce time series for about 1 billion stars. Survey
instruments as the International Liquid Mirror Telescope will observe slices of
the sky down to magnitude V=23. In both experiments, the opportunity exists to
discover a huge amount of variable stars. A prediction of the expected total
number of variable stars and the number of variables in specific subgroups is
given.","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'Future space and ground-based survey programmes will produce an impressive\namount of photometric data. The GAIA space mission will map the complete sky\ndown to mag V=20 and produce time series for about 1 billion stars. Survey\ninstruments as the International Liquid Mirror Telescope will observe slices of\nthe sky down to magnitude V=23. In both experiments, the opportunity exists to\ndiscover a huge amount of variable stars. A prediction of the expected total\nnumber of variable stars and the number of variables in specific subgroups is\ngiven.'}","[{'name': 'Laurent Eyer'}, {'name': 'Jan Cuypers'}]",{'name': 'Jan Cuypers'},Jan Cuypers,,"[{'href': 'http://arxiv.org/abs/astro-ph/0002383v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/astro-ph/0002383v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'astro-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'astro-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]","2 pages, in the ASP Conference Series, Vol. N, 2000: ``The Impact of
  Large Scale Surveys on Pulsating Star Research'', L. Szabados and D.W. Kurtz,
  eds",Royal Observatory of Belgium
http://arxiv.org/abs/astro-ph/0002396v1,True,http://arxiv.org/abs/astro-ph/0002396v1,2000-02-21T18:02:41Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=21, tm_hour=18, tm_min=2, tm_sec=41, tm_wday=0, tm_yday=52, tm_isdst=0)",2000-02-21T18:02:41Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=21, tm_hour=18, tm_min=2, tm_sec=41, tm_wday=0, tm_yday=52, tm_isdst=0)",The spectral variations of the O-type runaway supergiant HD 188209,"{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'The spectral variations of the O-type runaway supergiant HD 188209'}","We report spectral time series of the late O-type runaway supergiant HD
188209. Radial velocity variations of photospheric absorption lines with a
possible quasi-period ~ 6.4 days have been detected in high-resolution echelle
spectra. Night-to-night variations in the position and strength of the central
emission reversal of the Ha profile occuring over ill-defined time-scales have
been observed. The fundamental parameters of the star have been derived using
state-of-the-art plane--parallel and unified non-LTE model atmospheres, these
last including the mass-loss rate. The derived helium abundance is moderately
enhanced with respect to solar, and the stellar masses are lower than those
predicted by the evolutionary models. The binary nature of this star is not
suggested either from Hipparcos photometry or from radial velocity curves.","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'We report spectral time series of the late O-type runaway supergiant HD\n188209. Radial velocity variations of photospheric absorption lines with a\npossible quasi-period ~ 6.4 days have been detected in high-resolution echelle\nspectra. Night-to-night variations in the position and strength of the central\nemission reversal of the Ha profile occuring over ill-defined time-scales have\nbeen observed. The fundamental parameters of the star have been derived using\nstate-of-the-art plane--parallel and unified non-LTE model atmospheres, these\nlast including the mass-loss rate. The derived helium abundance is moderately\nenhanced with respect to solar, and the stellar masses are lower than those\npredicted by the evolutionary models. The binary nature of this star is not\nsuggested either from Hipparcos photometry or from radial velocity curves.'}","[{'name': 'G. Israelian'}, {'name': 'A. Herrero'}, {'name': 'F. Musaev'}, {'name': 'A. Kaufer'}, {'name': 'A. Galeev'}, {'name': 'G. Galazutdinov'}, {'name': 'E. Santolaya-Rey'}]",{'name': 'E. Santolaya-Rey'},E. Santolaya-Rey,10.1046/j.1365-8711.2000.03516.x,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1046/j.1365-8711.2000.03516.x', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/astro-ph/0002396v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/astro-ph/0002396v1', 'rel': 'related', 'type': 'application/pdf'}]",Mon.Not.Roy.Astron.Soc. 316 (2000) 407,"{'term': 'astro-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'astro-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]","15 pages, 13 figures, MNRAS, accepted",
http://arxiv.org/abs/astro-ph/0002475v1,True,http://arxiv.org/abs/astro-ph/0002475v1,2000-02-25T08:34:49Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=25, tm_hour=8, tm_min=34, tm_sec=49, tm_wday=4, tm_yday=56, tm_isdst=0)",2000-02-25T08:34:49Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=25, tm_hour=8, tm_min=34, tm_sec=49, tm_wday=4, tm_yday=56, tm_isdst=0)",Prospects of Variable Star Research by Future Space Missions,"{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'Prospects of Variable Star Research by Future Space Missions'}","ESA and NASA are studying projects having a tremendous return on variable
star research. Other national space agencies are also studying or developing
projects of smaller costs but with impressive returns. The projects range from
global Galactic surveys like the ESA mission GAIA which will give photometric
time series for about 1 billion stars, to detailed pulsation modes studies like
the CNES mission COROT which could reach a photometric precision lower than 1
ppm. The presentation will emphasize the future astrometric, asteroseismologic
and planet detection missions.","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'ESA and NASA are studying projects having a tremendous return on variable\nstar research. Other national space agencies are also studying or developing\nprojects of smaller costs but with impressive returns. The projects range from\nglobal Galactic surveys like the ESA mission GAIA which will give photometric\ntime series for about 1 billion stars, to detailed pulsation modes studies like\nthe CNES mission COROT which could reach a photometric precision lower than 1\nppm. The presentation will emphasize the future astrometric, asteroseismologic\nand planet detection missions.'}",[{'name': 'Laurent Eyer'}],{'name': 'Laurent Eyer'},Laurent Eyer,,"[{'href': 'http://arxiv.org/abs/astro-ph/0002475v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/astro-ph/0002475v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'astro-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'astro-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]","5 pages, Invited contribution, in the ASP Conference Series, Vol. N,
  2000: ``The Impact of Large Scale Surveys on Pulsating Star Research'', L.
  Szabados and D.W. Kurtz, eds",Katholieke Universiteit Leuven
http://arxiv.org/abs/cond-mat/0002438v1,True,http://arxiv.org/abs/cond-mat/0002438v1,2000-02-28T17:37:19Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=28, tm_hour=17, tm_min=37, tm_sec=19, tm_wday=0, tm_yday=59, tm_isdst=0)",2000-02-28T17:37:19Z,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=28, tm_hour=17, tm_min=37, tm_sec=19, tm_wday=0, tm_yday=59, tm_isdst=0)","Symmetry alteration of ensemble return distribution in crash and rally
  days of financial markets","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'Symmetry alteration of ensemble return distribution in crash and rally\n  days of financial markets'}","We select the $n$ stocks traded in the New York Stock Exchange and we form a
statistical ensemble of daily stock returns for each of the $k$ trading days of
our database from the stock price time series. We study the ensemble return
distribution for each trading day and we find that the symmetry properties of
the ensemble return distribution drastically change in crash and rally days of
the market. We compare these empirical results with numerical simulations based
on the single-index model and we conclude that this model is unable to explain
the behavior of the market in extreme days.","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'We select the $n$ stocks traded in the New York Stock Exchange and we form a\nstatistical ensemble of daily stock returns for each of the $k$ trading days of\nour database from the stock price time series. We study the ensemble return\ndistribution for each trading day and we find that the symmetry properties of\nthe ensemble return distribution drastically change in crash and rally days of\nthe market. We compare these empirical results with numerical simulations based\non the single-index model and we conclude that this model is unable to explain\nthe behavior of the market in extreme days.'}","[{'name': 'Fabrizio Lillo'}, {'name': 'Rosario N. Mantegna'}]",{'name': 'Rosario N. Mantegna'},Rosario N. Mantegna,10.1007/s100510051162,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1007/s100510051162', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/cond-mat/0002438v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/cond-mat/0002438v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'cond-mat.stat-mech', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'cond-mat.stat-mech', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'q-fin.ST', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]","4 pages, 4 figures",
http://arxiv.org/abs/cond-mat/0003025v1,True,http://arxiv.org/abs/cond-mat/0003025v1,2000-03-02T11:40:13Z,"time.struct_time(tm_year=2000, tm_mon=3, tm_mday=2, tm_hour=11, tm_min=40, tm_sec=13, tm_wday=3, tm_yday=62, tm_isdst=0)",2000-03-02T11:40:13Z,"time.struct_time(tm_year=2000, tm_mon=3, tm_mday=2, tm_hour=11, tm_min=40, tm_sec=13, tm_wday=3, tm_yday=62, tm_isdst=0)",Statistical characterization of the fixed income market efficiency,"{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': 'Statistical characterization of the fixed income market efficiency'}","We present cross and time series analysis of price fluctuations in the U.S.
Treasury fixed income market. By means of techniques borrowed from statistical
physics we show that the correlation among bonds depends strongly on the
maturity and bonds' price increments do not fulfill the random walk hyphoteses.","{'type': 'text/plain', 'language': None, 'base': 'http://export.arxiv.org/api/query?search_query=%22time+series%22&start=0&max_results=1000&sortBy=submittedDate&sortOrder=ascending', 'value': ""We present cross and time series analysis of price fluctuations in the U.S.\nTreasury fixed income market. By means of techniques borrowed from statistical\nphysics we show that the correlation among bonds depends strongly on the\nmaturity and bonds' price increments do not fulfill the random walk hyphoteses.""}","[{'name': 'M. Bernaschi'}, {'name': 'L. Grilli'}, {'name': 'L. Marangio'}, {'name': 'S. Succi'}, {'name': 'D. Vergni'}]",{'name': 'D. Vergni'},D. Vergni,,"[{'href': 'http://arxiv.org/abs/cond-mat/0003025v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/cond-mat/0003025v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'cond-mat.stat-mech', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'cond-mat.stat-mech', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'q-fin.ST', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]","10 pages, 4 .eps figures, uses elsart.cls(sty)",
